"","title","author","subject","abstract","meta"
"114","Invariants of persistence modules defined by order-embeddings","Claire Amiot, Thomas Brüstle, Eric J. Hanson","Algebraic Topology (math.AT)","One of the main objectives of topological data analysis is the study of discrete invariants for persistence modules, in particular when dealing with multiparameter persistence modules. In many cases, the invariants studied for these non-totally ordered posets $P$ can be obtained from restricting a given module to a subposet $X$ of $P$ that is totally ordered (or more generally, of finite representation type), and then computing the barcode (or the general direct sum decomposition) over $X$. We consider in this paper general order-preserving embeddings of representation-finite subposets $X$ into $P$ and study systematically the invariants obtained by decomposing the restriction of a given $P$-module $M$ to $X$ into its indecomposable summands. The restriction functor from $\mathrm{mod} \ P$ to $\mathrm{mod} \ X$ is well-studied, and it is known to be exact and admits both left and right adjoint functors, known as induction and co-induction functors. This allows us to obtain new homological insights, and also to re-interpret previous results. We use this approach also to determine bases, thus generalizing the concept of signed barcodes which is considered in the literature in relation to stability results. It turns out that considering only order-embeddings of one fixed poset $X$ into the poset $P$, and studying the set of all indecomposables obtained from $X$ introduces a lot of redundancy. We therefore also study iterated embeddings of several posets of increasing sizes, while limiting attention to only some indecomposables (that have not been obtained from embedding of smaller posets previously).","Wed, 14 Feb 2024 14:10:02 UTC (27 KB)"
"115","Monotonicity of the cops and robber game for bounded depth treewidth","Isolde Adler, Eva Fluck","Discrete Mathematics (cs.DM)","We study a variation of the cops and robber game characterising treewidth, where in each play at most q cops can be placed in order to catch the robber, where q is a parameter of the game. We prove that if k cops have a winning strategy in this game, then k cops have a monotone winning strategy. As a corollary we obtain a new characterisation of bounded depth treewidth, and we give a positive answer to an open question by Fluck, Seppelt and Spitzer (2024), thus showing that graph classes of bounded depth treewidth are homomorphism distinguishing closed. Our proof of monotonicity substantially reorganises a winning strategy by first transforming it into a pre-decomposition, which is inspired by decompositions of matroids, and then applying an intricate breadth-first ""cleaning up"" procedure along the pre-decomposition (which may temporarily lose the property of representing a strategy), in order to achieve monotonicity while controlling the number of cop placements simultaneously across all branches of the decomposition via a vertex exchange argument. We believe this can be useful in future research.","Wed, 14 Feb 2024 12:39:17 UTC (183 KB)"
"116","A new approach in two-dimensional heavy-tailed distributions","Dimitrios G. Konstantinides, Charalampos D. Passalidis","Probability (math.PR)","We consider a new approach in the definition of two-dimensional heavy-tailed distributions. Namely, we introduce the classes of two-dimensional long-tailed, of twodimensional dominatedly varying and of two-dimensional consistently varying distributions. Next, we define the closure property with respect to two-dimensional convolution and to joint max-sum equivalence in order to study if they are satisfied by these classes. Further we examine the joint behavior of two random sums, under generalized tail asymptotic independence. Afterward we study the closure property under scalar product and two dimensional product convolution and by these results we extended our main result in the case of jointly randomly weighted sums. Our results contained some applications where we establish the asymptotic expression of the ruin probability in a two-dimensional discrete-time risk model.","Wed, 14 Feb 2024 09:35:29 UTC (23 KB)"
"117","An Algorithmic Meta Theorem for Homomorphism Indistinguishability","Tim Seppelt","Logic in Computer Science (cs.LO)","Two graphs $G$ and $H$ are homomorphism indistinguishable over a family of graphs $\mathcal{F}$ if for all graphs $F \in \mathcal{F}$ the number of homomorphisms from $F$ to $G$ is equal to the number of homomorphism from $F$ to $H$. Many natural equivalence relations comparing graphs such as (quantum) isomorphism, cospectrality, and logical equivalences can be characterised as homomorphism indistinguishability relations over various graph classes. For a fixed graph class $\mathcal{F}$, the decision problem HomInd($\mathcal{F}$) asks to determine whether two input graphs $G$ and $H$ are homomorphism indistinguishable over $\mathcal{F}$. The problem HomInd($\mathcal{F}$) is known to be decidable only for few graph classes $\mathcal{F}$. We show that HomInd($\mathcal{F}$) admits a randomised polynomial-time algorithm for every graph class $\mathcal{F}$ of bounded treewidth which is definable in counting monadic second-order logic CMSO2. Thereby, we give the first general algorithm for deciding homomorphism indistinguishability. This result extends to a version of HomInd where the graph class $\mathcal{F}$ is specified by a CMSO2-sentence and a bound $k$ on the treewidth, which are given as input. For fixed $k$, this problem is randomised fixed-parameter tractable. If $k$ is part of the input then it is coNP- and coW[1]-hard. Addressing a problem posed by Berkholz (2012), we show coNP-hardness by establishing that deciding indistinguishability under the $k$-dimensional Weisfeiler--Leman algorithm is coNP-hard when $k$ is part of the input.","Wed, 14 Feb 2024 07:10:57 UTC (33 KB)"
"118","Critical speeding-up in dynamical percolation","Eren Metin Elci, Timothy M. Garoni","Probability (math.PR)","We study the autocorrelation time of the size of the cluster at the origin in discrete-time dynamical percolation. We focus on binary trees and high-dimensional tori, and show in both cases that this autocorrelation time is linear in the volume in the subcritical regime, but strictly sublinear in the volume at criticality. This establishes rigorously that the cluster size at the origin in these models exhibits critical speeding-up. The proofs involve controlling relevant Fourier coefficients. In the case of binary trees, these Fourier coefficients are studied explicitly, while for high-dimensional tori we employ a randomised algorithm argument introduced by Schramm and Steif in the context of noise sensitivity.","Wed, 14 Feb 2024 03:58:18 UTC (24 KB)"
"119","Conformal Finite Element Methods for Nonlinear Rosenau-Burgers-Biharmonic Models","Ankur, Ram Jiwari, Akil Narayan","Numerical Analysis (math.NA)","We present a novel and comparative analysis of finite element discretizations for a nonlinear Rosenau-Burgers model including a biharmonic term. We analyze both continuous and mixed finite element approaches, providing stability, existence, and uniqueness statements of the corresponding variational methods. We also obtain optimal error estimates of the semidiscrete scheme in corresponding Bôchner spaces. Finally, we construct a fully discrete scheme through a backward Euler discretization of the time derivative, and prove well-posedness statements for this fully discrete scheme. Our findings show that the mixed approach removes some theoretical impediments to analysis and is numerically easier to implement. We provide numerical simulations for the mixed formulation approach using $C^0$ Taylor-Hood finite elements on several domains. Our numerical results confirm that the algorithm has optimal convergence in accordance with the observed theoretical results.","Wed, 14 Feb 2024 03:58:18 UTC (3,487 KB)"
"120","The Mixed Integer Trust Region Problem","Alberto Del Pia","Optimization and Control (math.OC)","In this paper we consider the problem of minimizing a general quadratic function over the mixed integer points in an ellipsoid. This problem is strongly NP-hard, NP-hard to approximate within a constant factor, and optimal solutions can be irrational. In our main result we show that an arbitrarily good solution can be found in polynomial time, if we fix the number of integer variables. This algorithm provides a natural extension to the mixed integer setting, of the polynomial solvability of the trust region problem proven by Ye, Karmarkar, Vavasis, and Zippel. Our result removes a key bottleneck in the design and analysis of model trust region methods for mixed integer nonlinear optimization problems. The techniques introduced to prove this result are of independent interest and can be used in other mixed integer programming problems involving quadratic functions. As an example we consider the problem of minimizing a general quadratic function over the mixed integer points in a polyhedron. For this problem, we show that a solution satisfying weak bounds with respect to optimality can be computed in polynomial time, provided that the number of integer variables is fixed. It is well-known that finding a solution satisfying stronger bounds cannot be done in polynomial time, unless P=NP.","Tue, 13 Feb 2024 22:13:18 UTC (45 KB)"
"121","Extended symmetry analysis of (1+2)-dimensional fine Kolmogorov backward equation","Serhii D. Koval, Roman O. Popovych","Mathematical Physics (math-ph)","Within the class of (1+2)-dimensional ultraparabolic linear equations, we distinguish a fine Kolmogorov backward equation with a quadratic diffusivity. Modulo the point equivalence, it is a unique equation within the class whose essential Lie invariance algebra is five-dimensional and nonsolvable. Using the direct method, we compute the point symmetry pseudogroup of this equation and analyze its structure. In particular, we single out its essential subgroup and classify its discrete elements. We exhaustively classify all subalgebras of the corresponding essential Lie invariance algebra up to inner automorphisms and up to the action of the essential point-symmetry group. This allowed us to classify Lie reductions and Lie invariant solutions of the equation under consideration. We also discuss the generation of its solutions using point and linear generalized symmetries and carry out its peculiar generalized reductions. As a result, we construct wide families of its solutions parameterized by an arbitrary finite number of arbitrary solutions of the (1+1)-dimensional linear heat equation or one or two arbitrary solutions of (1+1)-dimensional linear heat equations with inverse square potentials.","Tue, 13 Feb 2024 22:05:22 UTC (35 KB)"
"122","Edge coloring lattice graphs","Joris Kattemölle","Quantum Physics (quant-ph)","We develop the theory of the edge coloring of infinite lattice graphs, proving a necessary and sufficient condition for a proper edge coloring of a patch of a lattice graph to induce a proper edge coloring of the entire lattice graph by translation. This condition forms the cornerstone of a method that finds nearly minimal or minimal edge colorings of infinite lattice graphs. In case a nearly minimal edge coloring is requested, the running time is $O(\mu^2 D^4)$, where $\mu$ is the number of edges in one cell (or `basis graph') of the lattice graph and $D$ is the maximum distance between two cells so that there is an edge from within one cell to the other. In case a minimal edge coloring is requested, we lack an upper bound on the running time, which we find need not pose a limitation in practice; we use the method to minimal edge color the meshes of all $k$-uniform tilings of the plane for $k\leq 6$, while utilizing modest computational resources. We find that all these lattice graphs are Vizing class~I. Relating edge colorings to quantum circuits, our work finds direct application by offering minimal-depth quantum circuits in the areas of quantum simulation, quantum optimization, and quantum state verification.","Tue, 13 Feb 2024 19:38:58 UTC (220 KB)"
"123","Correction to ""Wasserstein distance estimates for the distributions of numerical approximations to ergodic stochastic differential equations""","Daniel Paulin, Peter A. Whalley","Machine Learning (stat.ML)","A method for analyzing non-asymptotic guarantees of numerical discretizations of ergodic SDEs in Wasserstein-2 distance is presented by Sanz-Serna and Zygalakis in ``Wasserstein distance estimates for the distributions of numerical approximations to ergodic stochastic differential equations"". They analyze the UBU integrator which is strong order two and only requires one gradient evaluation per step, resulting in desirable non-asymptotic guarantees, in particular $\mathcal{O}(d^{1/4}\epsilon^{-1/2})$ steps to reach a distance of $\epsilon > 0$ in Wasserstein-2 distance away from the target distribution. However, there is a mistake in the local error estimates in Sanz-Serna and Zygalakis (2021), in particular, a stronger assumption is needed to achieve these complexity estimates. This note reconciles the theory with the dimension dependence observed in practice in many applications of interest.","Tue, 13 Feb 2024 18:31:55 UTC (12 KB)[v2] Thu, 15 Feb 2024 08:34:41 UTC (12 KB)"
"124","Transfer Operators from Batches of Unpaired Points via Entropic Transport Kernels","Florian Beier, Hancheng Bi, Clément Sarrazin, Bernhard Schmitzer, Gabriele Steidl","Machine Learning (stat.ML)","In this paper, we are concerned with estimating the joint probability of random variables $X$ and $Y$, given $N$ independent observation blocks $(\boldsymbol{x}^i,\boldsymbol{y}^i)$, $i=1,\ldots,N$, each of $M$ samples $(\boldsymbol{x}^i,\boldsymbol{y}^i) = \bigl((x^i_j, y^i_{\sigma^i(j)}) \bigr)_{j=1}^M$, where $\sigma^i$ denotes an unknown permutation of i.i.d. sampled pairs $(x^i_j,y_j^i)$, $j=1,\ldots,M$. This means that the internal ordering of the $M$ samples within an observation block is not known. We derive a maximum-likelihood inference functional, propose a computationally tractable approximation and analyze their properties. In particular, we prove a $\Gamma$-convergence result showing that we can recover the true density from empirical approximations as the number $N$ of blocks goes to infinity. Using entropic optimal transport kernels, we model a class of hypothesis spaces of density functions over which the inference functional can be minimized. This hypothesis class is particularly suited for approximate inference of transfer operators from data. We solve the resulting discrete minimization problem by a modification of the EMML algorithm to take addional transition probability constraints into account and prove the convergence of this algorithm. Proof-of-concept examples demonstrate the potential of our method.","Tue, 13 Feb 2024 12:52:41 UTC (2,302 KB)"
"125","Distribution Estimation under the Infinity Norm","Aryeh Kontorovich, Amichai Painsky","Statistics Theory (math.ST)","We present novel bounds for estimating discrete probability distributions under the $\ell_\infty$ norm. These are nearly optimal in various precise senses, including a kind of instance-optimality. Our data-dependent convergence guarantees for the maximum likelihood estimator significantly improve upon the currently known results. A variety of techniques are utilized and innovated upon, including Chernoff-type inequalities and empirical Bernstein bounds. We illustrate our results in synthetic and real-world experiments. Finally, we apply our proposed framework to a basic selective inference problem, where we estimate the most frequent probabilities in a sample.","Tue, 13 Feb 2024 12:49:50 UTC (648 KB)"
"126","New limiter regions for multidimensional flows","James Woodfield, Hilary Weller, Colin J Cotter","Numerical Analysis (math.NA)","Accurate transport algorithms are crucial for computational fluid dynamics and more accurate and efficient schemes are always in development. One dimensional limiting is a commonly employed technique used to suppress nonphysical oscillations. However, the application of such limiters can reduce accuracy. It is important to identify the weakest set of sufficient conditions required on the limiter as to allow the development of successful numerical algorithms. The main goal of this paper is to identify new less restrictive sufficient conditions for flux form in-compressible advection to remain monotonic. First, we identify conditions in which the Spekreijse limiter region can fail to be monotonic for incompressible flux form advection and demonstrate this numerically. Then a convex combination argument is used to derive new sufficient conditions that are less restrictive than the Sweby region for a discrete maximum principle. This allows the introduction of two new more general limiter regions suitable for flux form incompressible advection.","Tue, 13 Feb 2024 11:42:12 UTC (748 KB)"
"127","De la Vallée Poussin filtered polynomial approximation on the half line","Occorsio Donatella, Woula Themistoclakis","Numerical Analysis (math.NA)","On the half line we introduce a new sequence of near--best uniform approximation polynomials, easily computable by the values of the approximated function at a truncated number of Laguerre zeros. Such approximation polynomials come from a discretization of filtered Fourier--Laguerre partial sums, which are filtered by using a de la Vallée Poussin (VP) filter. They have the peculiarity of depending on two parameters: a truncation parameter that determines how many of the $n$ Laguerre zeros are considered, and a localization parameter, which determines the range of action of the VP filter that we are going to apply. As $n\to\infty$, under simple assumptions on such parameters and on the Laguerre exponents of the involved weights, we prove that the new VP filtered approximation polynomials have uniformly bounded Lebesgue constants and uniformly convergence at a near--best approximation rate, for any locally continuous function on the semiaxis. \newline The theoretical results have been validated by the numerical experiments. In particular, they show a better performance of the proposed VP filtered approximation versus the truncated Lagrange interpolation at the same nodes, especially for functions a.e. very smooth with isolated singularities. In such cases we see a more localized approximation as well as a good reduction of the Gibbs phenomenon.","Tue, 13 Feb 2024 10:38:35 UTC (253 KB)"
"128","Detecting $K_{2,3}$ as an induced minor","Clément Dallard, Maël Dumas, Claire Hilaire, Martin Milanič, Anthony Perez, Nicolas Trotignon","Combinatorics (math.CO)","We consider a natural generalization of chordal graphs, in which every minimal separator induces a subgraph with independence number at most $2$. Such graphs can be equivalently defined as graphs that do not contain the complete bipartite graph $K_{2,3}$ as an induced minor, that is, graphs from which $K_{2,3}$ cannot be obtained by a sequence of edge contractions and vertex deletions. We develop a polynomial-time algorithm for recognizing these graphs. Our algorithm relies on a characterization of $K_{2,3}$-induced minor-free graphs in terms of excluding particular induced subgraphs, called Truemper configurations.","Tue, 13 Feb 2024 09:57:04 UTC (153 KB)"
"129","Beatty Sequences for a Quadratic Irrational: Decidability and Applications","Luke Schaeffer, Jeffrey Shallit, Stefan Zorcic","Number Theory (math.NT)","Let $\alpha$ and $\beta$ belong to the same quadratic field. We show that the inhomogeneous Beatty sequence $(\lfloor n \alpha + \beta \rfloor)_{n \geq 1}$ is synchronized, in the sense that there is a finite automaton that takes as input the Ostrowski representations of $n$ and $y$ in parallel, and accepts if and only if $y = \lfloor n \alpha + \beta \rfloor$. Since it is already known that the addition relation is computable for Ostrowski representations based on a quadratic number, a consequence is a new and rather simple proof that the first-order logical theory of these sequences with addition is decidable. The decision procedure is easily implemented in the free software Walnut. As an application, we show that for each $r \geq 1$ it is decidable whether the set $\{ \lfloor n \alpha + \beta \rfloor \, : \, n \geq 1 \}$ forms an additive basis (or asymptotic additive basis) of order $r$. Using our techniques, we also solve some open problems of Reble and Kimberling, and give an explicit characterization of a sequence of Hildebrand et al.","Tue, 13 Feb 2024 09:56:33 UTC (59 KB)"
"130","On a modified Hilbert transformation, the discrete inf-sup condition, and error estimates","Richard Löscher, Olaf Steinbach, Marco Zank","Numerical Analysis (math.NA)","In this paper, we analyze the discrete inf-sup condition and related error estimates for a modified Hilbert transformation as used in the space-time discretization of time-dependent partial differential equations. It turns out that the stability constant depends linearly on the finite element mesh parameter, but in most cases, we can show optimal convergence. We present a series of numerical experiments which illustrate the theoretical findings.","Tue, 13 Feb 2024 08:42:06 UTC (822 KB)"
"131","Nearly Orthogonal Sets over Finite Fields","Dror Chawin, Ishay Haviv","Computational Geometry (cs.CG)","For a field $\mathbb{F}$ and integers $d$ and $k$, a set of vectors of $\mathbb{F}^d$ is called $k$-nearly orthogonal if its members are non-self-orthogonal and every $k+1$ of them include an orthogonal pair. We prove that for every prime $p$ there exists a positive constant $\delta = \delta (p)$, such that for every field $\mathbb{F}$ of characteristic $p$ and for all integers $k \geq 2$ and $d \geq k^{1/(p-1)}$, there exists a $k$-nearly orthogonal set of at least $d^{\delta \cdot k^{1/(p-1)}/ \log k}$ vectors of $\mathbb{F}^d$. In particular, for the binary field we obtain a set of $d^{\Omega( k /\log k)}$ vectors, and this is tight up to the $\log k$ term in the exponent. For comparison, the best known lower bound over the reals is $d^{\Omega( \log k / \log \log k)}$ (Alon and Szegedy, Graphs and Combin., 1999). The proof combines probabilistic and spectral arguments.","Tue, 13 Feb 2024 07:57:20 UTC (20 KB)"
"132","Iiro Honkala's contributions to identifying codes","Olivier Hudry, Ville Junnila, Antoine Lobstein","Discrete Mathematics (cs.DM)","A set $C$ of vertices in a graph $G=(V,E)$ is an identifying code if it is dominating and any two vertices of $V$ are dominated by distinct sets of codewords. This paper presents a survey of Iiro Honkala's contributions to the study of identifying codes with respect to several aspects: complexity of computing an identifying code, combinatorics in binary Hamming spaces, infinite grids, relationships between identifying codes and usual parameters in graphs, structural properties of graphs admitting identifying codes, and number of optimal identifying codes.","Tue, 13 Feb 2024 07:35:34 UTC (209 KB)"
"133","Poisson transforms, the BGG complex, and discrete series representations of SU(n+1,1)","Andreas Cap, Christoph Harrach, Pierre Julg","Differential Geometry (math.DG)","The aim of this article is to construct a specific Poisson transform mapping differential forms on the sphere $S^{2n+1}$ endowed with its natural CR structure to forms on complex hyperbolic space. The transforms we construct have values that are harmonic and co-closed and they descend to the BGG (Rumin) complex and intertwine the differential operators in that complex with the exterior derivative. Passing to the Poincaré ball model, we analyze the boundary asymptotics of the values of our transforms proving that they admit a continuous extension to the boundary in degrees $\leq n$. Finally, we show that composing the exterior derivative with the transform in degree $n$, one obtains an isomorphism between the kernel of the Rumin operator in degree $n$ and a dense subspace of the $L^2$-harmonic forms on complex hyperbolic space. These are well known to realize the direct sum of all discrete series representations of $SU(n+1,1)$, which we therefore realize on spaces of differential forms on the compact manifold $S^{2n+1}$. The developments in this article are motivated by a program of the third author to prove some instances of the Baum-Connes conjecture. The first part of the article is valid in a much more general setting, and is also relevant for cases in which the conjecture is still open.","Tue, 13 Feb 2024 07:26:36 UTC (46 KB)"
"134","Integrating High-Dimensional Functions Deterministically","David Gamarnik, Devin Smedira","Data Structures and Algorithms (cs.DS)","We design a Quasi-Polynomial time deterministic approximation algorithm for computing the integral of a multi-dimensional separable function, supported by some underlying hyper-graph structure, appropriately defined. Equivalently, our integral is the partition function of a graphical model with continuous potentials. While randomized algorithms for high-dimensional integration are widely known, deterministic counterparts generally do not exist. We use the correlation decay method applied to the Riemann sum of the function to produce our algorithm. For our method to work, we require that the domain is bounded and the hyper-edge potentials are positive and bounded on the domain. We further assume that upper and lower bounds on the potentials separated by a multiplicative factor of $1 + O(1/\Delta^2)$, where $\Delta$ is the maximum degree of the graph. When $\Delta = 3$, our method works provided the upper and lower bounds are separated by a factor of at most $1.0479$. To the best of our knowledge, our algorithm is the first deterministic algorithm for high-dimensional integration of a continuous function, apart from the case of trivial product form distributions.","Tue, 13 Feb 2024 05:51:43 UTC (119 KB)"
"135","Conditional quantization for uniform distributions on line segments and regular polygons","Pigar Biteng, Mathieu Caguiat, Tsianna Dominguez, Mrinal Kanti Roychowdhury","Probability (math.PR)","Quantization for a Borel probability measure refers to the idea of estimating a given probability by a discrete probability with support containing a finite number of elements. If in the quantization some of the elements in the support are preselected, then the quantization is called a conditional quantization. In this paper, we have investigated the conditional quantization for the uniform distributions defined on the unit line segments and $m$-sided regular polygons, where $m\geq 3$, inscribed in a unit circle.","Mon, 12 Feb 2024 20:10:33 UTC (16 KB)"
"136","Perfect stable regularity lemma and slice-wise stable hypergraphs","Artem Chernikov, Henry Towsner","Combinatorics (math.CO)","We investigate various forms of (model-theoretic) stability for hypergraphs and their corresponding strengthenings of the hypergraph regularity lemma with respect to partitions of vertices. On the one hand, we provide a complete classification of the various possibilities in the ternary case. On the other hand, we provide an example of a family of slice-wise stable 3-hypergraphs so that for no partition of the vertices, any triple of parts has density close to 0 or 1. In particular, this addresses some questions and conjectures of Terry and Wolf. We work in the general measure theoretic context of graded probability spaces, so all our results apply both to measures in ultraproducts of finite graphs, leading to the aforementioned combinatorial applications, and to commuting definable Keisler measures, leading to applications in model theory.","Mon, 12 Feb 2024 18:32:57 UTC (67 KB)"
"137","Quantum walks, the discrete wave equation and Chebyshev polynomials","Simon Apers, Laurent Miclo","Quantum Physics (quant-ph)","A quantum walk is the quantum analogue of a random walk. While it is relatively well understood how quantum walks can speed up random walk hitting times, it is a long-standing open question to what extent quantum walks can speed up the spreading or mixing rate of random walks on graphs. In this expository paper, inspired by a blog post by Terence Tao, we describe a particular perspective on this question that derives quantum walks from the discrete wave equation on graphs. This yields a description of the quantum walk dynamics as simply applying a Chebyshev polynomial to the random walk transition matrix. This perspective decouples the problem from its quantum origin, and highlights connections to earlier (non-quantum) work and the use of Chebyshev polynomials in random walk theory as in the Varopoulos-Carne bound. We illustrate the approach by proving a weak limit of the quantum walk dynamics on the lattice. This gives a different proof of the quadratically improved spreading behavior of quantum walks on lattices.","Mon, 12 Feb 2024 17:15:19 UTC (44 KB)"
"138","Asymptotically compatible schemes for nonlinear variational models via Gamma-convergence and applications to nonlocal problems","Qiang Du, James M. Scott, Xiaochuan Tian","Numerical Analysis (math.NA)","We present a study on asymptotically compatible Galerkin discretizations for a class of parametrized nonlinear variational problems. The abstract analytical framework is based on variational convergence, or Gamma-convergence. We demonstrate the broad applicability of the theoretical framework by developing asymptotically compatible finite element discretizations of some representative nonlinear nonlocal variational problems on a bounded domain. These include nonlocal nonlinear problems with classically-defined, local boundary constraints through heterogeneous localization at the boundary, as well as nonlocal problems posed on parameter-dependent domains.","Mon, 12 Feb 2024 16:18:19 UTC (36 KB)"
"139","A History-dependent Dynamic Biot Model","Jakob S. Stokke, Morten Jakobsen, Kundan Kumar, Florin A. Radu","Numerical Analysis (math.NA)","In this work, we consider a fully dynamic Biot model that includes memory effects due to evolving permeability. Time integrals are used to account for the change in structure. We propose an iterative splitting scheme for this model, extending the fixed-stress split for the quasi-static Biot. We use finite elements in space and a backward Euler discretization in time. The performance of the method is demonstrated through a numerical experiment","Mon, 12 Feb 2024 14:22:31 UTC (263 KB)"
"140","Stability of traveling waves in a nonlinear hyperbolic system approximating a dimer array of oscillators","Huaiyu Li, Andrew Hofstrand, Michael I. Weinstein","Pattern Formation and Solitons (nlin.PS)","We study a semilinear hyperbolic system of PDEs which arises as a continuum approximation of the discrete nonlinear dimer array model introduced by Hadad, Vitelli and Alu (HVA) in \cite{HVA17}. We classify the system's traveling waves, and study their stability properties. We focus on traveling pulse solutions (``solitons'') on a nontrivial background and moving domain wall solutions (kinks); both arise as heteroclinic connections between spatially uniform equilibrium of a reduced dynamical system. We present analytical results on: nonlinear stability and spectral stability of supersonic pulses, and spectral stability of moving domain walls. Our stability results are in terms of weighted $H^1$ norms of the perturbation, which capture the phenomenon of {\it convective stabilization}; as time advances, the traveling wave ``outruns'' the \underline{growing} disturbance excited by an initial perturbation; the non-trivial spatially uniform equilibria are linearly exponentially unstable. We use our analytical results to interpret phenomena observed in numerical simulations.","Mon, 12 Feb 2024 11:01:37 UTC (11,872 KB)"
"141","De Casteljau's Algorithm in Geometric Data Analysis: Theory and Application","Martin Hanik, Esfandiar Nava-Yazdani, Christoph von Tycowicz","Differential Geometry (math.DG)","For decades, de Casteljau's algorithm has been used as a fundamental building block in curve and surface design and has found a wide range of applications in fields such as scientific computing, and discrete geometry to name but a few. With increasing interest in nonlinear data science, its constructive approach has been shown to provide a principled way to generalize parametric smooth curves to manifolds. These curves have found remarkable new applications in the analysis of parameter-dependent, geometric data. This article provides a survey of the recent theoretical developments in this exciting area as well as its applications in fields such as geometric morphometrics and longitudinal data analysis in medicine, archaeology, and meteorology.","Mon, 12 Feb 2024 10:33:08 UTC (6,910 KB)"
"142","Novel definition and quantitative analysis of branch structure with topological data analysis","Haruhisa Oda, Mayuko Kida, Yoichi Nakata, Hiroki Kurihara","Algebraic Topology (math.AT)","While branching network structures abound in nature, their objective analysis is more difficult than expected because existing quantitative methods often rely on the subjective judgment of branch structures. This problem is particularly pronounced when dealing with images comprising discrete particles. Here we propose an objective framework for quantitative analysis of branching networks by introducing the mathematical definitions for internal and external structures based on topological data analysis, specifically, persistent homology. We compare persistence diagrams constructed from images with and without plots on the convex hull. The unchanged points in the two diagrams are the internal structures and the difference between the two diagrams is the external structures. We construct a mathematical theory for our method and show that the internal structures have a monotonicity relationship with respect to the plots on the convex hull, while the external structures do not. This is the phenomenon related to the resolution of the image. Our method can be applied to a wide range of branch structures in biology, enabling objective analysis of numbers, spatial distributions, sizes, and more. Additionally, our method has the potential to be combined with other tools in topological data analysis, such as the generalized persistence landscape.","Mon, 12 Feb 2024 06:32:00 UTC (1,109 KB)"
"143","Ext branching laws for the general linear group","Mohammed Saad Qadri","Representation Theory (math.RT)","Let $F$ be a non-archimedean local field. Let $\pi_1$ and $\pi_2$ be irreducible Arthur type representations of $\mathrm{GL}_n(F)$ and $\mathrm{GL}_{n-1}(F)$ respectively. We study Ext branching laws when $\pi_1$ and $\pi_2$ are products of discrete series representations and their Aubert-Zelevinsky duals. We obtain an Ext analogue of the local non-tempered Gan-Gross-Prasad conjecture in this case.","Mon, 12 Feb 2024 05:58:31 UTC (23 KB)"
"144","Computing discrete residues of rational functions","Carlos E. Arreche, Hari P. Sitaula","Symbolic Computation (cs.SC)","In 2012 Chen and Singer introduced the notion of discrete residues for rational functions as a complete obstruction to rational summability. More explicitly, for a given rational function f(x), there exists a rational function g(x) such that f(x) = g(x+1) - g(x) if and only if every discrete residue of f(x) is zero. Discrete residues have many important further applications beyond summability: to creative telescoping problems, thence to the determination of (differential-)algebraic relations among hypergeometric sequences, and subsequently to the computation of (differential) Galois groups of difference equations. However, the discrete residues of a rational function are defined in terms of its complete partial fraction decomposition, which makes their direct computation impractical due to the high complexity of completely factoring arbitrary denominator polynomials into linear factors. We develop a factorization-free algorithm to compute discrete residues of rational functions, relying only on gcd computations and linear algebra.","Sun, 11 Feb 2024 23:28:31 UTC (20 KB)"
"145","Adaptive Voronoi-based Column Selection Methods for Interpretable Dimensionality Reduction","Maria Emelianenko, Guy B. Oldaker IV","Numerical Analysis (math.NA)","In data analysis, there continues to be a need for interpretable dimensionality reduction methods whereby instrinic meaning associated with the data is retained in the reduced space. Standard approaches such as Principal Component Analysis (PCA) and the Singular Value Decomposition (SVD) fail at this task. A popular alternative is the CUR decomposition. In an SVD-like manner, the CUR decomposition approximates a matrix $A \in \mathbb{R}^{m \times n}$ as $A \approx CUR$, where $C$ and $R$ are matrices whose columns and rows are selected from the original matrix \cite{goreinov1997theory}, \cite{mahoney2009cur}. The difficulty in constructing a CUR decomposition is in determining which columns and rows to select when forming $C$ and $R$. Current column/row selection algorithms, particularly those that rely on an SVD, become infeasible as the size of the data becomes large \cite{dong2021simpler}. We address this problem by reducing the column/row selection problem to a collection of smaller sub-problems. The basic idea is to first partition the rows/columns of a matrix, and then apply an existing selection algorithm on each piece; for illustration purposes we use the Discrete Empirical Interpolation Method (\textsf{DEIM}) \cite{sorensen2016deim}. For the first task, we consider two existing algorithms that construct a Voronoi Tessellation (VT) of the rows and columns of a given matrix. We then extend these methods to automatically adapt to the data. The result is four data-driven row/column selection methods that are well-suited for parallelization, and compatible with nearly any existing column/row selection strategy. Theory and numerical examples show the design to be competitive with the original \textsf{DEIM} routine.","Sun, 11 Feb 2024 23:14:56 UTC (58 KB)"
"146","Optimization in SciML -- A Function Space Perspective","Johannes Müller, Marius Zeinhofer","Optimization and Control (math.OC)","We provide an infinite-dimensional view on optimization problems encountered in scientific machine learning (SciML) and advocate for the paradigm first optimize, then discretize for their solution. This amounts to first choosing an appropriate infinite-dimensional algorithm which is then discretized in a second step. To illustrate this point, we discuss recently proposed state-of-the-art algorithms for SciML applications and see that they can be derived within this framework. Hence, this perspective allows for a principled guide for the design of optimization algorithms for SciML. As the infinite-dimensional viewpoint is presently underdeveloped we formalize it here to foster the development of novel optimization algorithms.","Sun, 11 Feb 2024 22:13:24 UTC (77 KB)"
